"facility","severity_id","mnemonic","vendor_format","vendor_explanation","vendor_recommended_action"
"IGMP","3","PTHREAD_FAILED","%s failed in %s for thread %s","IGMP process failed to create a task thread. Parameters: Pthread operation, Function name, Thread name ...","Dump core, and then restart component."
"IGMP","3","PULLUP_FAILED","m_pullup() of %d bytes failed in %s","IGMP process failed to process the packet, dropping it. Parameters: Byte count, Function name ...","No action is required."
"IGMP","3","QUERIER_START_FAILED","%s failed in %s","IGMP snoop failed to start the querier. Parameters: Function name, Function name ...","No action is required."
"IGMP","3","RCOUNT_DELETE","Route count delete failed for %s","IGMP called an API which returned an error. Parameters: Interface ...","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IGMP","3","RCOUNT_UPDATE","Route count update failed for %s","IGMP called an API which returned an error. Parameters: Interface ...","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IGMP","3","RESERVE_LIMIT","Exceeded reserve-limit for interface %s - dropping","Exceeded the reserve-limit for interface Parameters: Interface ...","No action is required."
"IGMP","3","RESTART_REASON","IGMP process has restarted, restart reason: %s\n","IGMP is restoring the routes it had added in previous instance. Parameters: Restart reason ...","No action is required."
"IGMP","3","RPORT_UPDATE","Router-port update failed for %s (%s)","IGMP-SNOOP called an API which returned an error. Parameters: Interface, Vlan ID ...","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IGMP","3","SETRLIMIT_FAILED","Address space size increment of %ld failed, reason %s","IGMP process could not set a memory resource limit Parameters: Number of bytes ...","No action is required."
"IGMP","3","SNOOP_CONFIG_ERROR","SNOOP: Couldn't configure %s, please configure %s first.","IGMP snooping could not configure a parameter because of dependencies Parameters: Configuring parameter, Dependent parameter ...","No action is required."
"IGMP","3","SOURCE_DEL","Couldn't delete source entry for (%s, %s) (%s) due to %s from snooping database","IGMP failed to delete the snooping-db source entry. Parameters: Source address, Group address, Vlan-id, Failure reason ...","No action is required."
"IGMP","3","STATE_LIMIT","Exceeded state-limit for interface %s - dropping","Exceeded the state-limit for interface Parameters: Interface ...","No action is required."
"IGMP","3","SYSMGR_DISPATCH","Error returned from sysmgr_dispatch(), errno: %s","IGMP called the system manager API which returned an error. Parameters: Error description ...","Dump core, and then restart component."
"IGMP","3","TIMER_FAILED","%s failed for %s in %s","IGMP process failed to configure a timer event. Parameters: Timer operation, Timer name, Function name ...","Dump core, and then restart component."
"IGMP","3","TXLIST_CREATE","Couldn't create txlist for %s","IGMP failed to create txlist resource. Parameters: Data type ...","Dump core, and then restart component."
"IGMP","3","UNKNOWN_MFDM_OPC","igmp_snoop_mfdm_main(): reeceived unknown opcode %d","IGMP process received unknown Interprocess message from MFDM, dropped. Parameters: Operation code ...","No action is required."
"IGMP","3","UNKNOWN_MTYPE","Unknown mtype: %d/%d in %s, opc:%d, from:%s","IGMP process received unknown Interprocess message, dropped. Parameters: Major ID, Minor ID, Function name ...","No action is required."
"IGMP","3","VLAN_DEL","Couldn't delete vlan entry for %s due to %s from snooping database","IGMP failed to delete the snooping-db vlan entry. Parameters: Vlan-id, Failure reason ...","No action is required."
"IGMP","3","VLAN_EXISTS","SNOOP: Couldn't create %s, already esists","IGMP failed to create vlan resource. Parameters: VLAN ID ...","No action is required."
"IGMP","3","vPC_API_FAILED","%s%s","API failed in vPC IGMP snoop module. Parameters: Error message, Error ...","No action is required."
"IGMP","3","vPC_ERROR","%s%s","vPC related messages. Parameters: vPC related message, Error message ...","No action is required."
"IGMP","3","VRF_CREATE","IGMP VRF creation failed for vrf %s","IGMP process could not create the VRF context. Parameters: VRF name ...","Dump core, then reload the stack."
"IGMP","5","SNOOP_LOOKUP_MAC_FOR_ALL","Changed to MAC based lookup for ALL vlans\n","If a vlan lookup mode is MAC and vdc-mode is changed to mixed from non-mixed, lookup mode is changed to MAC for ALL VLANs.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IGMP","6","AS_LIMIT_INCREASED","Address space size for %s increased %d times","IGMP process incremented AS memory resource limit Parameters: Module name, Increment count ...","No action is required."
"IGMP","6","HA_SEQNO_SYNC","HA sequence number sync to standby failed, %s","IGMP-SNOOP HA sequence number synchronizationto standby failed Parameters: Error description ...","No action is required."
"IGMP","6","HA_STATEFUL","Stateful HA %s","IGMP-SNOOP stateful restart status Parameters: State description ...","No action is required."
"IGMP","6","HA_SYNC","HA sync to standby failed, %s","IGMP-SNOOP HA synchronizationmessage to standby failed Parameters: Error description ...","No action is required."
"IGMP","6","RECEIVE_QUERY","Received %s interface %s from %s","IGMP version mismatch, query still processed. Parameters: IGMP version mismatch, Interface, Source address ...","No action is required."
"IGMP","6","RESERVE_LIMIT_WARNING","Exceeded 80% of the reserve-limit for interface %s","Exceeded 80% of the reserve-limit for interface Parameters: Interface ...","No action is required."
"IGMP","6","RESTART_SHUTDOWN","IGMP shutting self down via restart command","IGMP process is shutting itself down due to the restart command.","No action is required."
"IGMP","6","SHUTDOWN","IGMP shutting self down","IGMP process is shutting itself down.","No action is required."
"IGMP","6","STATE_LIMIT_WARNING","Exceeded 80% of the state-limit for interface %s","Exceeded 80% of the state-limit for interface Parameters: Interface ...","No action is required."
"IGMP","6","UNKNOWN_OPC","Received unknown mts opcode %d","IGMP process received unknown Interprocess message, dropped. Parameters: Operation Code ...","No action is required."
"IGMP","6","vPC_INFO","%s%s","vPC related messages. Parameters: vPC related message, Info message ...","No action is required."
"IM","2","AM_GETPIB","Unable to get pib from AM (pibname %s)","Could not initialize with Adjacency Manager.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","APIINIT","Unable to initialize %s API","Could not initialize server APIs.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","APILAUNCH","Unable to start %s","Could not start the specified protocol component.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","APIREGISTER","Unable to register with %s API","Could not register with specified server component.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","ATTACH","Unable to attach to %s","Could not attach to server shared memory.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","BADTUN","Bad tunnel type","Could not set the tunnel to specified type.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","BFCLEAR","Cannot clear bit %d in %s","Could not clear a bit in the specified bitfield.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","BFCLEARALL","Cannot clear all bits in %s","Could not clear all in the specified bitfield.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","BFCREATE","Cannot create %s","Could not create specified bitfield.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","BFFULL","Bit field %s is full","Specified bitfield does not have any available space.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","BFINIT","%s","Specified bitfiled could not be initialized.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","BFSET","Cannot set bit %d in %s","Could not set a bit in the specified bitfield.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","BFSETALL","Cannot set all bits in %s","Could not set all bits in the specified bitfield.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","CLICOMMANDSINIT","CLI commands could not be requested","Request to CLI server for IM commands failed.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","CLT_GET_DRVINDICES","Could not get driver indices","Could not calculate the totoal number of interface driver components.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","CLTREGISTER","Client %s registration failed, %s","IM client could not be registered due to specified reason.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","CLTUNREGISTER","Client %s deregister failed, %s","IM client could not be deregistered due to specified reason.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","DSTADDPT","Could not add tunnel node to dest PT, reason %d","Could not add the tunnel destination information to the internal data structure Recommened action: Use the 'restart' command to restart the feature and clear this problem.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IM","2","GETCONTEXT","Unable to get context from URIB (contextname: %s)","Could not initialize with URIB server.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","INTTIMER","Interface %s, %s failed","Interface related timer could not be started.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","MQOPEN","unable to open mq %s: %s","The system is unable to open the specified message queue.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","NHADDPT","Could not add tunnel next-hop information to PT, reason %d","Could not add the next-hop information for the tunnel to the internal data structure.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","NOMEM","Malloc (%ld) failed for: %s","Memory allocation failed for the specified structure. We are running out of memory.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IM","2","PTHREAD","procket_pthread_create failed for %s: error %d","Could not create new thread.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","SHMCREATE","Cannot create shared memory, reason %d","IM is unable to create shared memory resources.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","SUPER_MEMBER_MISMATCH","super member: count %d, actual %d","Super interface member list is corrupted.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","SYSMGRNOTIFY","sysmgr notification for %s failed","Request for sysmgr notification for the specified component failed.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","TIMER","%s failed","Operation on the specified timer failed.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","TXLIST_BAD_OBJTYPE","Bad txlist object type %d","Unknown object type encountered in the transmit list. It could be indication of corrupted transmit list.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","TXLIST_CREATE","%s","Could not create transmit list.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","TXLIST_DELETE_MEMBER","txlist delete member failed for element %d","Could not remove client from the transmit list.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","TXLIST_INSERT_ELEMENT","txlist insert element failed for iod %d","Could not insert intreface in the transmit list.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","TXLIST_INSERT_MEMBER","txlist insert member failed for client %s","Could not insert client in the transmit list.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","TXTHREAD_INIT","%s","Could not initialize transmit list thread.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","URIB_GETPIB","Unable to get pib from URIB (pib 0x%p, pibname %s, context 0x%p, contexname %s","Could not initialize with URIB server.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","URIBRNH","URIB %s RNH failed for address %s","Could not setup request for RNH notification with URIB.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","WORKQ_ADD","Failed to add %s to work queue","Could not add the work item to the queue for worker thread.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","WORKQ_INIT","Failed to initialize work queue","Failed to initialize work queue.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","WORKQ_SYSMGR","%s is no longer alive, returning from %s","Server component is going down. Cannot do any more work for that server.","Use the 'restart' command to restart the feature and clear this problem."
"IM","2","WORKQ_WAIT","Error while waiting for work event, %d","Error while waiting for events in the worker thread.","Use the 'restart' command to restart the feature and clear this problem."
"IM","3","CLT_DIFF_EPID","epids differ, old %u, new %u","An older instance of the client is already registered with IM. The new instance will overwrite the old one.","No action is required."
"IM","3","CLTCLEAREXT","Client %s clear extension failed, %s","IM could not clear client extension for the specified interface.","No action is required."
"IM","3","CLTEXISTS","Client %s is already registered with IM via queue %s","An older instance of the client is already registered with IM. The new instance will overwrite the old one.","No action is required."
"IM","3","CLTSETEXT","Client %s set extension failed, %s","IM could not set client extension for the specified interface.","No action is required."
"IM","3","DFBADCLASS","Bad debug filter class 0x%x","Invalid class of debug filters.","No action is required."
"IM","3","ETH_BAD_STATS","snmp ether stats bad stats","Could not get interface statistics.","No action is required."
"IM","3","ETH_STATS_REQ","snmp ether stats bad send","Request to Ethernet driver to update statistics failed. This would lead to incorrect interface statistics value.","No action is required."
"IM","3","HEAP_SIZE_ERROR","Increase of heap size from %d to %d failed: %s","IM could not increase the size of the heap.","No action is required."
"IM","3","IF_CHANGE_MASK_UNKNOWN","Unknown if change mask for interface %s %s","Undefined change mask has been specified for the given interface.","No action is required."
"IM","3","IMTLV_BAD_MSGTYPE","IM bad tlv message type %d","Unknown message TLV encountered.","No action is required."
"IM","3","INTADD","Interface %s addition failed, %s","Interface could be created due to specified reason.","No action is required."
"IM","3","INTADDEXIST","Interface %s addition failed, %d already exists","Interface currently being added already exists.","No action is required."
"IM","3","INTADDFULL","Interface %s addition failed, Max. number of interfaces exceeded","Interface could not be configured as Interface Manager has reached its maximum capacity.","No action is required."
"IM","3","INTADDIFMSG","Could not process add interface %lx, %lx, %s","Received a corrupted message from interface driver.","No action is required."
"IM","3","INTADDPT","Interface %s addition failed, phyloc tree addition, reason %d","New interface could not added to internal data structure.","No action is required."
"IM","3","INTBAD","Invalid interface %d for %s","Specified action cannot be take on the interface.","No action is required."
"IM","3","INTDAMPINIT","Interface %s, could not initialize dampening","Interface dampening could not be initialized.","No action is required."
"IM","3","INTDEL","Interface %s deletion failed, %s","Interface could not be deleted due to specified reason.","No action is required."
"IM","3","INTDELIFMSGMASK","Could not process delete interface %lx bad mask %lx","Received a corrupted message from interface driver.","No action is required."
"IM","3","INTLSMSG","Could not process link state message %lx, %lx, %s","Received a corrupted message from interface driver.","No action is required."
"IM","3","MQSEND","mq_send() error %s while sending %s queue: %s","Specified message could not be sent to the IM client.","No action is required."
"IM","3","MQUNEXPECT","Recieved unexpected message (%d/%d) on %s queue","Received an unexpected message on the specified message queue.","No action is required."
"IM","3","MSGPROC","Could not process %s message from pid %d","Specified client request could not be completed.","No action is required."
"IM","3","MTS_DROP","Error returned from mts_drop(), errno: %s","IM called an MTS API which returned an error.","No action is required."
"IM","3","MTS_RECV","Error returned from mts_recv(), errno: %s","IM called an MTS API which returned an error.","No action is required."
"IM","3","NO_INTF_BLOCK","Interface block not found while processing %s, iod %d","Interface related internal data structure could be found.","No action is required."
"IM","3","SNMPAPIDATA","Message data is NULL","SNMP message does not have memory to store data.","No action is required."
"IM","3","SNMPAPIINIT","Function snmpd_api_init() was not invoked","SNAMP API is being invoked before it initilization.","No action is required."
"IM","3","SNOMEM","Smalloc (%ld) failed for: %s","Shared memory allocation failed. We are running out of shared memory resources.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IM","3","SONETINTTIMERFAIL","Sonet interval timer %s failed on %s","Specified timer could be initialized.","No action is required."
"IM","3","STATS_NODE_BAD","Invalid stats node for %s","Encountered invalid request to get/clear statistics.","No action is required."
"IM","3","STATS_NODE_NOT_FOUND","Cound not find stats node for %s","Could not find the internal data structure.","No action is required."
"IM","3","STATSQ_INIT","Failed to initialize stats queue","An internal software error occurred.","Use the 'restart' command to restart the feature and clear this problem."
"IM","3","VLANADDPT","Could not add Vlan information in tree, reason %d","VLAN interface information could not be added to internal data structure due to specified reason.","No action is required."
"IM","6","LINEPROTO","Line protocol on interface %s changed to state %s","Line protocol on the specified interface has changed.","No action is required."
"IM","6","MTS_UNKNOWN_MSG","Received unknown MTS message with opcde %d, dropping it","IM received an unknown MTS message. The message is dropped.","No action is required."
"IP","2","CRIT_FAILURE","Failed to %s","A critical operation has failed in the IP process.","Dump core, and then restart component."
"IP","2","IP_STARTUP_FAILURE","Failed to %s during startup. error %d","A critical operation has failed during startup of the IP process.","No action is required."
"IP","3","CV_INIT","Couldn't init cond var %s","IP process failed to initialize conditional-variable resource. Parameters: Thread Name ...","Dump core, and then restart component."
"IP","3","INVALID_IF_INDEX","Invalid interface index received from %d","Invalid interface index received Parameters: Thread Name ...","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","3","IP_CLIENT_GET","HA client filter recovery failed (%d)","HA client filter recovery failed.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","3","IP_CLNT_FAILURE","Invalid IP registration reply. Message major type %d, minor type %d","An IP client has failed in the registration process with IP.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","3","IP_FAILURE","Failed to %s","A critical operation has failed in the IP process.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","3","IP_HA_UPDATE","HA update failed (%d)","HA update failed.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","3","IP_INTERNAL_ERROR","%s","An internal error has occurred in the IP process.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","3","IP_MSG_TO_TLV","TLV Conversion failed (%d)","TLV conversion failed.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","3","IP_MTSDROP","Error returned from mts_drop(), errno: %s","IP called an MTS API which returned an error.","No action is required."
"IP","3","IP_MTSRECV","Error returned from mts_recv(), errno: %s","IP called an MTS API which returned an error.","No action is required."
"IP","3","IP_MTSSEND","Error returned from mts_send(), errno: %s","IP called an MTS API which returned an error.","No action is required."
"IP","3","IP_NO_MBUF","Failed to allocate mbuf %s","The IP process has run out of network buffers.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","3","IP_NO_MEM","Failed to allocate private memory for %s","The IP process has run out of private memory.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","3","IP_THR_CREATE","Failed to create %s thread. error %d","A failure occurred while creating a thread.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","3","IP_TLV_TO_STRUCT","TLV to Struct Conversion failed (%d)","TLV to Struct conversion failed.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","3","IP_UNK_MSG","Unrecognized message major type %d, minor type %d","An unknown message was received from another process.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","3","MRIB_ADD_ROUTE","MRIB add route failed in %s for VRF %s","IP failed to add route in MRIB. Parameters: Function Name, Context Name ...","No action is required."
"IP","3","MRIB_DELETE_ROUTE","MRIB delete route failed in %s for VRF %s","IP failed to delete route from MRIB. Parameters: Function Name, Context Name ...","No action is required."
"IP","3","MV_INIT","Couldn't init mutex %s","IP process failed to initialize mutex system resource. Parameters: Thread Name ...","Dump core, and then restart component."
"IP","3","NO_SH_MEM","Failed to allocate shared memory %s","The IP process has run out of shared memory.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","3","TXLIST_CREATE","Couldn't create txlist for %s","IP failed to create txlist resource. Parameters: Data type ...","Dump core, and then restart component."
"IP","3","URIB_ERR","Failed to %s urib","A failure occurred in a transaction with URIB.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","5","INVALID_NOTIFY","Received invalid notification message","UNEXPECTED_ERROR_EXPLANATION.","No action is required."
"IP","6","BAD_ICMP_PKT","Received ICMP packet with bad length (%d). Min len %d, Adv len %d, IP hdr length %d, Expected IP hdr len %d","An ICMP packet was received with a bad length.","No action is required."
"IP","6","IM_ERROR","Failed to get correct information for interface %s %d","IP could not get the requested informationfrom interface-mgr.","No action is required."
"IP","6","IM_RECOVER_ERROR","Failed to recover correct information for interface %s %d","IP could not recover theinformation forinterface.","No action is required."
"IP","6","IP_MTS_UNKNOWN_MSG","Received unknown MTS message with opcde %d, dropping it","IP received an unknown message. The message is dropped.","No action is required."
"IP","6","IP_UNK_MSG_MAJOR","Unrecognized message from %s. Major type %d","An unknown message (major) was received from another process.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","6","IP_UNK_MSG_MINOR","Unrecognized message from %s. Minor type %d","An unknown message (mior) was received from another process.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IP","6","MQ_FLUSH","Flushing %d messages from the MRIB message queue","The MRIB message queue was flushed after a restart of the IP process.","No action is required."
"IP","6","REG_SEND_MSG","Suppress PIM Data Register for (%s, %s) due to suppression-timer\n","Suppress PIM Data Register due to suppression-timer. Parameters: Source address, Group address ...","No action is required."
"IP","6","STATS_ERROR","Failed to get hardware statistics for interface %s, reason %s","IP could not get the requested statistics from the hardware.","No action is required."
"IP","6","SYSMAN_CLEANUP","Terminated by SYSMAN cleanup signal %d","The system Manager sent a cleanup signal to IP to exit the process.","No action is required."
"IPv6","2","RECURSIVE_LOOP","Recursive loop in %s","There is a recursive function calling loop.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IPv6","2","SDB_CREAT","Failed to create shared database","Component API call failed in IPv6.","No action is required."
"IPv6","2","SDB_DESTROY","Failed to destroy shared database","Component API call failed in IPv6.","No action is required."
"IPv6","2","SDB_OPEN","Failed to open shared database","Component API call failed in IPv6.","No action is required."
"IPv6","3","BAD_CONTEXT","Bad context-id %d in %s","The context cannot be found.","No action is required."
"IPv6","3","FRAME_GT_PAYLOAD","Frame length: %d greater than payload length: %d plus IPv6 header length, truncating packet received on interface %s","Mismatch in the packet's frame length and payload field, trimmed.","No action is required."
"IPv6","3","FRAME_LENGTH_LONG","Frame length: %d greater than maximum IPv6 payload size for packet received on interface %s","The packet has too big frame length, dropped.","No action is required."
"IPv6","3","FRAME_LENGTH_SHORT","Frame length: %d less than IPv6 payload length: %d for packet received on interface %s","The packet has invalid frame length, dropped.","No action is required."
"IPv6","3","GET_PIB_FAILED","%s failed in %s","IPv6 could not find client's PIB handle.","No action is required."
"IPv6","3","INVALID_VERSION","Invalid IPv6 version: %d for packet received on interface %s","The packet has invalid protocol version field, dropped.","No action is required."
"IPv6","3","IPV6_API_FAILED","%s failed in %s","Component API call failed in IPv6.","No action is required."
"IPv6","3","IPV6_CV_INIT","Couldn't init cond var %s","IPv6 process failed to initialize conditional-variable resource. Parameters: Thread Name ...","Dump core, and then restart component."
"IPv6","3","IPV6_MSG_TO_TLV","TLV Conversion failed (%d)","TLV conversion failed.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IPv6","3","IPV6_MTS_DROP","Error returned from mts_drop(), errno: %s","IPv6 called an MTS API which returned an error.","Dump core, and then restart component."
"IPv6","3","IPV6_MTS_RECV","Error returned from mts_recv(), errno: %s","IPv6 called an MTS API which returned an error.","Dump core, and then restart component."
"IPv6","3","IPV6_MTS_UNKNOWN_MSG","Received unknown MTS message with opcde %d, dropping it","IPv6 received an unknown message. The message is dropped.","No action is required."
"IPv6","3","IPV6_MV_INIT","Couldn't init mutex %s","IPv6 process failed to initialize mutex system resource. Parameters: Thread Name ...","Dump core, and then restart component."
"IPv6","3","IPV6_TLV_TO_STRUCT","TLV to Struct Conversion failed (%d)","TLV to Struct conversion failed.","Contact the Cisco Technical Assistance Center (TAC) through the Cisco Support web site http://www.cisco.com/tac."
"IPv6","3","IPV6_TXLIST_CREATE","Couldn't create txlist for %s","IPv6 failed to create txlist resource. Parameters: Data type ...","Dump core, and then restart component."
"IPv6","3","M6RIB_ADD_ROUTE","M6RIB add route failed in %s for VRF %s","IP failed to add route in M6RIB. Parameters: Function Name, Context Name ...","No action is required."
"IPv6","3","MALLOC_FAILED","%s failed in %s","IPv6 process is out of free memory.","No action is required."
"IPv6","3","MALLOC_FAILED_PREFIX","%s failed in %s for %s","IPV6 process is out of free memory.","No action is required."
"IPv6","3","MBUF_FAILED","%s failed in %s (%d bytes)","IPV6 process is out of mbufs.","No action is required."
"IPv6","3","MQ_FAILED","%s failed in %s, errno: %s","IPv6 failed to access message-queue resource.","No action is required."
"IPv6","3","MQ_FAILED_NAME","%s failed in %s for client %s, errno: %s","IPv6 failed to access message-queue resource for the client.","No action is required."
"IPv6","3","MQ_FAILED_PID","%s failed in %s to client pid: %d, errno: %s","IPv6 failed to access message-queue resource for the client.","No action is required."
"IPv6","3","MTS_FAILED","%s failed in %s, errno: %s","IPv6 failed to access mts-queue resource.","No action is required."
"IPv6","3","MTS_FAILED_NAME","%s failed in %s for client %s, errno: %s","IPv6 failed to access mts-queue resource for the client.","No action is required."
"IPv6","3","MTS_FAILED_PID","%s failed in %s to client pid: %d, errno: %s","IPv6 failed to access mts-queue resource for the client.","No action is required."
"IPv6","3","NO_PIB","IPv6 PIB not found for pid: %d/%d","IPv6 could not find client's PIB handle.","No action is required."
"IPv6","3","PID_CONFLICT","Client is using pid: %d/%d with different extended pid: %d","Multiple clients have same process ids.","No action is required."
"IPv6","3","PTHREAD_FAILED","%s failed for %s in %s","IPv6 process failed to create a task thread.","Dump core, then reload the stack."
"IPv6","3","REG_FAILED","Failed to register with IPv6","Component API call failed in IPv6.","No action is required."
"IPv6","3","SYSMGR_DISPATCH","Error returned from sysmgr_dispatch(), errno: %s","IPv6 called the system manager API which returned an error.","Dump core, and then restart component."
"IPv6","3","U6RIB_BAD_IPC","U6RIB corrupted IPC message suspected","IPv6 process received invalid IPC message from U6RIB.","No action is required."
"IPv6","3","UNKNOWN_MTYPE","Unknown mtype: %d/%d opcode %d in %s","IPv6 process received unknown Interprocess message, dropped.","No action is required."
"IPv6","6","IPV6_STATS_ERROR","Failed to get hardware statistics for interface %s, reason %s","IPv6 could not get the requested statistics from the hardware.","No action is required."
"IPv6","6","v6_REG_SEND_MSG","Suppress PIM6 Data Register for (%s, %s) due to suppression-timer\n","Suppress PIM6 Data Register due to suppression-timer. Parameters: Source address, Group address ...","No action is required."
"ISIS","2","AVL_FAIL","Add to CSNP cache failed: %s - %s","An unexpected but recoverable event has occurred. Parameters: Start LSP-ID, End LSP-ID ...","Use the 'restart' command to restart the feature and clear this problem."
"ISIS","2","HOLDDOWN","Failed to enable process after sequence number wrap holddown.","An unexpected but recoverable event has occurred.","Use the 'restart' command to restart the feature and clear this problem."
"ISIS","2","IIB_EXT","%s extension msg for %s (%d) - %s","An unexpected but recoverable event has occurred.","Use the 'restart' command to restart the feature and clear this problem."
"ISIS","2","IM_DEL","Delete msg for %s (%d) iib %p - iib iod %d mismatched","An unexpected but recoverable event has occurred. Parameters: Interface Name, Interface Ordinal, Interface Memory, Interface Memory Ordinal Value ...","Use the 'restart' command to restart the feature and clear this problem."
"ISIS","2","LSP_FREE_DELINK","L%d %s is not on free list","An unexpected but recoverable event has occurred. Parameters: Level, LSP-ID ...","Use the 'restart' command to restart the feature and clear this problem."
"ISIS","2","LSP_FREE_LINK","L%d %s is already on free list","An unexpected but recoverable event has occurred. Parameters: Level, LSP-ID ...","Use the 'restart' command to restart the feature and clear this problem."
"ISIS","2","MCAST_ADD","Failed to add L%d multicast address","Was unable to join to the appropriate multicast group on an interface. Parameters: Level ...","Use the 'restart' command to restart the feature and clear this problem."
"ISIS","2","MEM_ERR","Insufficient memory for %s","Memory is not available for adding SNP entries Parameters: Reason ...","Use the 'restart' command to restart the feature and clear this problem."
"ISIS","2","MQRCVD","%s thread - message queue receive failure <%d>","An unexpected but recoverable event has occurred. Parameters: Thread Name, Error Number ...","Use the 'restart' command to restart the feature and clear this problem."
"ISIS","2","REDIST_PIB_SHM","Failed to attach to redistributing PIB's SHM %s","An unexpected but recoverable event has occurred. Parameters: PIB Name ...","Use the 'restart' command to restart the feature and clear this problem."
"ISIS","2","ROUTE_BUF_OVERFLOW","%s route buffer overflow at entry %lu\n","An unexpected but recoverable event has occurred. Parameters: Address Family, Counter Location ...","Use the 'restart' command to restart the feature and clear this problem."
"ISIS","2","ROUTE_NOTIFY","Route notifications to the RIB are not possible. This will result in stale state in the FIB.","An unexpected but recoverable event has occurred.","Use the 'restart' command to restart the feature and clear this problem."
